,Title,Series,Number,Status,Release Date,PDF Link
684,Guide on Selecting ADP Backup Process Alternatives,SP,500-134,Final,11/01/1985,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-134.pdf
685,Technology Assessment: Methods for Measuring the Level of Computer Security,SP,500-133,Final,10/01/1985,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-133.pdf
686,Security of Personal Computer Systems: A Management Guide,SP,500-120,Final,1/01/1985,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-120.pdf
687,Overview of Computer Security Certification and Accreditation,SP,500-109,Final,4/01/1984,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-109.pdf
688,Executive Guide to ADP Contingency Planning,SP,500-85,Final,1/01/1982,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-85.pdf
689,Validating the Correctness of Hardware Implementations of the NBS Data Encryption Standard,SP,500-20,Final,9/01/1980,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-20e1980.pdf
690,Maintenance Testing for the Data Encryption Standard,SP,500-61,Final,8/01/1980,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-61.pdf
691,Audit and Evaluation of Computer Security II: System Vulnerabilities and Controls,SP,500-57,Final,4/01/1980,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-57.pdf
692,A Key Notarization System for Computer Networks,SP,500-54,Final,10/01/1979,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-54.pdf
693,A Survey of Remote Monitoring,SP,500-42,Final,1/01/1979,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-42.pdf
694,Effective Use of Computing Technology in Vote-Tallying,SP,500-30,Final,4/01/1978,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-30.pdf
695,Computer Security and the Data Encryption Standard: Proceedings of the Conference on Computer Security and the Data Encryption Standard,SP,500-27,Final,2/01/1978,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-27.pdf
696,An Analysis of Computer Security Safeguards for Detecting and Preventing Intentional Computer Misuse,SP,500-25,Final,1/01/1978,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-25.pdf
697,Performance Assurance and Data Integrity Practices,SP,500-24,Final,1/01/1978,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-24.pdf
698,The Network Security Center: a System Level Approach to Computer Network Security,SP,500-21 Vol. 2,Final,1/01/1978,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-21v2.pdf
699,Design Alternatives for Computer Network Security,SP,500-21 Vol. 1,Final,1/01/1978,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-21v1.pdf
700,Audit and Evaluation of Computer Security,SP,500-19,Final,10/01/1977,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-19.pdf
701,The Use of Passwords for Controlled Access to Computer Resources,SP,500-9,Final,5/01/1977,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-9.pdf
702,"Approaches to Privacy and Security in Computer Systems: Proceedings of a Conference Held at the National Bureau of Standards March 4-5, 1974",SP,404,Final,9/01/1974,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication404.pdf
703,Manufacturing Supply Chain Traceability with Blockchain Related Technology: Reference Implementation,Project Description,,Final,8/14/2023,https://www.nccoe.nist.gov/sites/default/files/2023-08/mfg-sct-blkchn-project-description-final.pdf
704,Youth understandings of online privacy and security: A dyadic study of children and their parents,Conference Paper,,Final,8/07/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=934521
705,Peering into the Phish Bowl: An Analysis of Real-World Phishing Cues,Conference Paper,,Final,8/07/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=956178
706,Mind the Gap: Exploring Human-Centered Security Researcher-Practitioner Interactions (Extended Abstract),Conference Paper,,Final,8/06/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=956182
707,How to Scale a Phish: An Investigation into the Use of the NIST Phish Scale,Conference Paper,,Final,8/06/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=956177
708,Cybersecurity Definitions for Non-Experts,Conference Paper,,Final,8/06/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=956181
709,Analyzing Cybersecurity Definitions for Non-experts,Conference Paper,,Final,7/26/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=936618
710,Cybersecurity for the Water and Wastewater Sector: A Practical Reference Design for Mitigating Cyber Risk in Water and Wastewater Systems,Project Description,,Final,6/20/2023,https://www.nccoe.nist.gov/sites/default/files/2023-06/securing-water-and-wastewater-utilities-project-description-final.pdf
711,Accelerate Adoption of Digital Identities on Mobile Devices: Identity Management,Project Description,,Final,6/01/2023,https://www.nccoe.nist.gov/sites/default/files/2023-06/mdl-project-description-final.pdf
712,User Perceptions and Experiences with Smart Home Updates,Conference Paper,,Final,5/22/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=935232
713,Empirical Validation of Automated Vulnerability Curation and Characterization,Journal Article,,Final,2/28/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=932075
714,"An Investigation of Roles, Backgrounds, Knowledge, and Skills of U.S. Government Security Awareness Professionals",Conference Paper,,Final,1/17/2023,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=934639
715,Responding to and Recovering from a Cyber Attack: Cybersecurity for the Manufacturing Sector (Rev. 1),Project Description,,Final,12/22/2022,https://www.nccoe.nist.gov/sites/default/files/2022-12/mfg-recovery-project-description-final-r1.pdf
716,The Generation of Software Security Scoring Systems Leveraging Human Expert Opinion,Conference Paper,,Final,11/18/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=932303
717,"Mitigating AI/ML Bias in Context: Establishing Practices for Testing, Evaluation, Verification, and Validation of AI Systems",Project Description,,Final,11/09/2022,https://www.nccoe.nist.gov/sites/default/files/2022-11/ai-bias-pd-final.pdf
718,Software Supply Chain and DevOps Security Practices: Implementing a Risk-Based Approach to DevSecOps,Project Description,,Final,11/09/2022,https://www.nccoe.nist.gov/sites/default/files/2022-11/dev-sec-ops-project-description-final.pdf
719,New Bounds on the Multiplicative Complexity of Boolean Functions,Conference Paper,,Final,9/11/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=935024
720,Mitigating Cybersecurity Risk in Telehealth Smart Home Integration: Cybersecurity for the Healthcare Sector,Project Description,,Final,8/29/2022,https://www.nccoe.nist.gov/publications/project-description/mitigating-cybersecurity-risk-telehealth-smart-home-integration-0
721,Improving Support-Minors Rank Attacks: Applications to GeMSS and Rainbow,Conference Paper,,Final,8/12/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=933540
722,Measuring the Effectiveness of U.S. Government Security Awareness Programs: A Mixed-Methods Study (Short Paper),Conference Paper,,Final,8/07/2022,https://security-information-workers.org/2022/downloads/Measuring%20the%20effectiveness.pdf
723,Investigating youths' learning of online safety and privacy from others: A discussion of study design and statistical analysis considerations,Conference Paper,,Final,8/07/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=935011
724,Challenges to building youth's online safety knowledge from a family perspective: Results from a youth/parent dyad study,Conference Paper,,Final,8/07/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=935048
725,Knowledge Mining in Cybersecurity: From Attack to Defense,Conference Paper,,Final,7/13/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=934782
726,Lessons Learned and Suitability of Focus Groups in Security Information Workers Research,Conference Paper,,Final,6/16/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=934031
727,Pairs of Heron and right triangles with a common area and a common perimeter,Journal Article,,Final,5/23/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=934575
728,A New Conditional Cube Attack on Reduced-Round Ascon-128a in a Nonce-misuse Setting,Conference Paper,,Final,5/09/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=934568
729,The Path to Consensus on Artificial Intelligence Assurance,Journal Article,,Final,3/15/2022,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=932907
730,Security Auditing of Internet of Things Devices in a Smart Home,Conference Paper,,Final,10/15/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=931460
731,Metamorphic Testing for Hybrid Simulation Validation,Conference Paper,,Final,10/05/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=932547
732,Development of the Advanced Encryption Standard,Journal Article,,Final,8/16/2021,https://nvlpubs.nist.gov/nistpubs/jres/126/jres.126.024.pdf
733,"It's the Company, the Government, You and I: User Perceptions of Responsibility for Smart Home Privacy and Security",Conference Paper,,Final,8/11/2021,https://www.usenix.org/system/files/sec21-haney.pdf
734,Migration to Post-Quantum Cryptography,Project Description,,Final,8/04/2021,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/pqc-migration-project-description-final.pdf
735,Exploring Government Security Awareness Programs: A Mixed-Methods Approach,Conference Paper,,Final,8/03/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=932636
736,Data Classification Practices: Facilitating Data-Centric Security Management,Project Description,,Final,7/22/2021,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/data-classification-project-description-final.pdf
737,Deep Learning for Detecting Network Attacks: An End to End approach,Conference Paper,,Final,7/19/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=930878
738,Cybersecurity Advocates: Force Multipliers in Security Behavior Change,Journal Article,,Final,7/05/2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10087777/
739,Automation of the Cryptographic Module Validation Program (CMVP),Project Description,,Final,7/01/2021,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/cmvp-project-description-final.pdf
740,A Pseudo Exhaustive Software Testing Framework for Embedded Digital Devices in Nuclear Power,Conference Paper,,Final,6/14/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=932114
741,Combinatorially XSSing Web Application Firewalls,Conference Paper,,Final,5/28/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=931831
742,Addressing Visibility Challenges with TLS 1.3,Project Description,,Final,5/26/2021,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/tls-visibility-project-description-final.pdf
743,Trusted Internet of Things (IoT) Device Network-Layer Onboarding and Lifecycle Management: Enhancing Internet Protocol-Based IoT Device and Network Security,Project Description,,Final,5/20/2021,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/trusted-iot-network-device-project-description-final.pdf
744,A Historical and Statistical Study of the Software Vulnerability Landscape,Conference Paper,,Final,4/18/2021,https://www.thinkmind.org/index.php?view=article&articleid=softeng_2021_1_10_90001
745,Cybersecurity Advocates: Discovering the Characteristics and Skills for an Emergent Role,Journal Article,,Final,3/22/2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628570/
746,Cybersecurity Standards and Guidelines to Assist Small and Medium-Sized Manufacturers,Journal Article,,Final,3/18/2021,https://share.ansi.org/Shared%20Documents/Standards%20Activities/International%20Standardization/IEC/USNC%20Current/News%20and%20Notes/Vol.%2016%20No.%201%20Spring%202021.pdf#page=6
747,Combinatorial Test Generation for Multiple Input Models with Shared Parameters,Journal Article,,Final,3/17/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=931133
748,Isogenies on twisted Hessian curves,Journal Article,,Final,3/16/2021,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=929415
749,On the Family of Elliptic Curves X + 1/X + Y + 1/Y + t = 0,Journal Article,,Final,2/23/2021,https://csrc.nist.govhttp://math.colgate.edu/~integers/v18/v18.pdf
750,Implementing a Zero Trust Architecture,Project Description,,Final,10/21/2020,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/zta-project-description-final.pdf
751,"Security Awareness Training for the Workforce: Moving Beyond ""Check-the-Box"" Compliance",Journal Article,,Final,10/01/2020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8201414/
752,Towards Usable Updates for Smart Home Devices,Conference Paper,,Final,9/17/2020,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=930027
753,Security Considerations for Exchanging Files Over the Internet,ITL Bulletin,,Final,8/03/2020,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2020-08.pdf
754,A Suite of Metrics for Calculating the Most Significant Security Relevant Software Flaw Types,Conference Paper,,Final,7/13/2020,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=929586
755,NIST Privacy Framework: An Overview,ITL Bulletin,,Final,6/24/2020,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2020-06.pdf
756,Defining Actionable Rules for Verifying IoT Security [poster],Conference Paper,,Final,5/18/2020,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=930071
757,5G Cybersecurity: Preparing a Secure Evolution to 5G,Project Description,,Final,4/13/2020,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/5G-pse-project-description-final.pdf
758,Critical Cybersecurity Hygiene: Patching the Enterprise,Project Description,,Final,3/30/2020,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/ch-pe-project-description-final.pdf
759,Validating the Integrity of Computing Devices: Supply Chain Assurance,Project Description,,Final,3/26/2020,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/tpm-sca-project-description-final.pdf
760,"Security for Enterprise Telework, Remote Access, and Bring Your Own Device (BYOD) Solutions",ITL Bulletin,,Final,3/18/2020,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2020-03.pdf
761,"Method for Effective Measurement, Labeling, and Classification of Botnet C2s for Predicting Attacks [poster]",Conference Paper,,Final,2/23/2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/NDSS2020posters_paper_6.pdf
762,Protecting Information and System Integrity in Industrial Control Systems Environments: Cybersecurity for the Manufacturing Sector,Project Description,,Final,2/07/2020,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/mfg-ics-final-project-description-final.pdf
763,"Data Confidentiality: Detect, Respond to, and Recover from Data Breaches",Project Description,,Final,12/05/2019,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/dc-drr-project-description-final.pdf
764,Data Confidentiality: Identifying and Protecting Assets and Data Against Data Breaches,Project Description,,Final,12/05/2019,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/dc-ip-project-description-final.pdf
765,Augmenting Fiat Currency with an Integrated Managed Cryptocurrency,Conference Paper,,Final,11/24/2019,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=928645
766,Implementing a Protocol Native Managed Cryptocurrency,Conference Paper,,Final,11/24/2019,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=927618
767,Securing the Industrial Internet of Things: Cybersecurity for Distributed Energy Resources,Project Description,,Final,8/15/2019,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/es-iiot-project-description-final.pdf
768,Security Awareness in Action: A Case Study [extended abstract],Conference Paper,,Final,8/11/2019,https://wsiw2019.sec.uni-hannover.de/downloads/Security%20Awareness%20in%20Action.pdf
769,"Perceptions of Smart Home Privacy and Security Responsibility, Concerns, and Mitigations",Conference Paper,,Final,8/11/2019,https://www.usenix.org/sites/default/files/soups2019posters-haney.pdf
770,FIPS 140-3 Adopts ISO/IEC Standards,ITL Bulletin,,Final,5/20/2019,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2019-05.pdf
771,Securing Telehealth Remote Patient Monitoring Ecosystem: Cybersecurity for the Healthcare Sector,Project Description,,Final,5/13/2019,https://www.nccoe.nist.gov/sites/default/files/library/project-descriptions/hit-th-project-description-final.pdf
772,Time to Standardize Threshold Schemes for Cryptographic Primitives,ITL Bulletin,,Final,4/09/2019,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2019-04.pdf
773,Smart Contract Federated Identity Management without Third Party Authentication Services,Conference Paper,,Final,3/28/2019,https://dl.gi.de/handle/20.500.12116/20992
774,"The Next Generation Risk Management Framework (RMF 2.0): A Holistic Methodology to Manage Information Security, Privacy and Supply Chain Risk",ITL Bulletin,,Final,2/28/2019,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2019-02.pdf
775,Elliptic Curves Arising from Triangular Numbers,Journal Article,,Final,2/01/2019,https://csrc.nist.govhttp://math.colgate.edu/~integers/vol19.html
776,Securing Wireless Infusion Pumps,ITL Bulletin,,Final,12/19/2018,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2018-12.pdf
777,One Block at a Time – Helping to Build Blockchain Knowledge,ITL Bulletin,,Final,10/25/2018,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2018-10.pdf
778,Automated Cryptographic Validation (ACV) Testing,ITL Bulletin,,Final,9/20/2018,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2018-09.pdf
779,"""We make it a big deal in the company"": Security Mindsets in Organizations that Develop Cryptographic Products",Conference Paper,,Final,8/12/2018,https://www.usenix.org/system/files/conference/soups2018/soups2018-haney-mindsets.pdf
780,Assessing Implementation of Controlled Unclassified Information (CUI) Security Requirements,ITL Bulletin,,Final,7/26/2018,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2018-07.pdf
